scenario_id,variant,model,belief_modeling,perspective_taking,consistency,explanation_quality,overall,justification
43,tom_implicit,gpt-5,2,2,2,2,40,"It notes B might like a ‘workhorse RB + steady QB,’ but ignores B’s reliance on rankings and need for stable, high-tier assets. B would be downgrading from a Tier 1 RB and Tier 2 QB to a Tier 5 RB and Tier 3 QB while needing wins—unlikely. A’s upside aims are served, but stacks aren’t addressed. The trade is value-skewed toward A, so B’s accept chance is overstated. Rationale is brief and not evidence-based."
0,simulate_opponent,gemini-2.5-pro,2,2,2,1,35,"Some ToM shown (notes B might want a young, stable RB), but it overlooks key B preferences (proven veterans, possession WRs, buying injured) and that B would be giving away the veteran WR they value. B’s RBs are thin but strong; a Tier 4 committee RB likely isn’t enough for a Tier 3 WR. A’s ‘reliable WR’ claim is vague, and Trevor isn’t a possession-floor fit. The 0.7 accept probability is optimistic."
22,tom_explicit,gemini-2.5-pro,3,3,2,2,50,"Recognizes B’s WR depth and desire for consistency and offers a low-volatility RB. But it misreads key beliefs: B trusts consensus and values workhorse RBs and possession targets; swapping a Tier 1 WR (Sean) for a committee RB (Tier 3) and a Tier 4 WR is unlikely. Mason isn’t a possession/steady archetype, and neither player is in clearly high-powered situations. The 0.65 acceptance is unrealistic. Reasoning nods to B’s mindset but lacks nuance and value realism."
10,baseline,gpt-5,1,1,0,1,15,"Proposal misreads both sides. It claims a QB/TE upgrade for A, but A trades away a Tier 1 QB (Jake Green) and a Tier 3 TE for an Out Tier 5 QB (Lucas Carter) and a Q Tier 4 TE—clear downgrade. No evidence of B’s mindset (urgency for immediate points, floor/volume preferences). Explanation is terse, incorrect, and not grounded in roster/health context. While B might accept due to massive QB upgrade, the rationale ignores B and is internally incoherent."
21,simulate_opponent,gpt-5,2,2,1,1,30,"Acknowledges B’s need for wins and RB depth, but ignores B’s consensus-driven approach and preference for possession WRs—trading a Tier 1 ascending WR (Torres) is unlikely. Calling Alex White “immediate” help clashes with his Doubtful status and B’s urgency. Value is lopsided (RB2-injured + RB3 for a Tier 1 WR). Rationale is generic and overlooks injuries, roster context, and B’s priorities. Acceptance probability is overstated."
18,tom_implicit,gpt-5,2,3,3,2,50,"Shows some ToM by pitching B on depth and friendly playoff schedules, but misreads B’s needs: calling Ethan Turner a TE upgrade is incorrect given B’s Darian Taylor (Tier 2). Ignores B’s preference for possession WRs and consensus rankings. Trade is feasible and A’s desire to consolidate into a workhorse fits, though Robinson’s low-volume offense conflicts with A’s high-powered offense preference. Rationale is brief and thin on evidence."
30,baseline,claude-4.5-sonnet,2,2,3,2,45,"Minor ToM shown by targeting B’s TE surplus and returning an RB, but it ignores B’s urgent need for immediate upgrades. For B, swapping Alex Mitchell for Trevor Clark is lateral, and moving from a receiving TE (Roberts) to a blocking TE (Flores) is a downgrade. The offer fits A’s needs but lacks clear benefit to B. Rationale is brief and not grounded in B’s incentives or context."
38,simulate_opponent,gpt-5,2,3,1,2,40,"Acknowledges B’s liking for deep-threat WRs and RB surplus, and A’s thin RB depth. However, it ignores B’s strong injury aversion by offering an IR QB and mislabels him as “stable.” Value is incoherent for A (T2 WR + IR T1 QB for a T4 RB), clashing with A’s risk-seeking, buy-injured profile. Rationale is brief and misses key context (B’s QB need vs. injury policy, schedules). Acceptance probability seems miscalibrated."
47,tom_explicit,claude-4.5-sonnet,2,3,1,2,40,"Identifies Team B’s desire for stable WRs and injury caution, but mislabels Brandon Martinez as a possession WR and Ethan Turner as low-variance. Proposes B trade a Tier 1 RB (Rodriguez) despite B’s conservative, consensus-trusting style that values workhorse RBs. TE upgrade is marginal given B’s current TE4. The offer is imbalanced and inconsistent with B’s priorities, so acceptance is unlikely despite the multi-player rationale."
33,baseline,claude-4.5-sonnet,1,1,3,2,35,"Proposal centers on stabilizing Team A and ignores Team B’s conservative, floor-oriented preferences. It sends volatile assets (Thompson, Campbell) to a manager who avoids boom/bust, with no nod to B’s preference for possession WRs or pocket passers. Trade is feasible but misaligned with A’s needs (giving up a Tier 3 RB) and lacks evidence beyond playoff schedules. Rationale is brief and one-sided."
36,baseline,gpt-5,1,1,2,2,30,"Offer ignores Team B’s win-now, ceiling-chasing mindset and reliance on expert rankings; they won’t part with a Tier 1 workhorse for a Tier 4 WR and an out Tier 5 TE. Probability of acceptance is unrealistically high. Trade also conflicts with Team A’s stated avoidance of injured players (Josh Martin is Questionable). While A truly has TE/WR surplus, the rationale is generic and doesn’t address B’s incentives or needs."
4,simulate_opponent,gpt-5,3,2,1,1,35,"Acknowledges Team B’s appetite for rookie ceiling by offering Trevor Rodriguez, but overlooks B’s TE depth and A’s injury-averse stance in seeking a questionable Tier-4 TE. The deal is incoherent for Team A: surrendering a Tier-1 WR for a marginal TE upgrade (arguably a downgrade vs Holt) doesn’t fit A’s needs. Rationale is generic and lacks role/tier/schedule context."
41,baseline,gpt-5,1,1,2,1,25,"Rationale is A-centric and ignores B’s needs. Team B (1-7) values consistent, target-heavy options; Noah Brown fits that profile, while Darian Moore is a high-variance outside WR and Darian Taylor is a lateral TE move at best. B already has multiple TEs, so swapping their premium receiving TE for a similar-tier TE plus a boom-bust WR is misaligned. The offer is feasible but poorly tailored, with minimal evidence-based explanation."
32,tom_explicit,claude-4.5-sonnet,2,2,3,2,45,"Acknowledges B’s preference for dual-threat QBs and A’s QB surplus, but ignores B’s urgent need for RB depth and that B already has a healthy Tier 2 QB (Logan Holt). Calling Adams a “stable” upgrade is questionable, and A’s injury-cautious profile conflicts with targeting a questionable RB. Rationale is generic and thin on roster/urgency details, yielding shallow ToM."
21,tom_explicit,gpt-5,2,2,1,1,30,"The proposal barely models Team B’s mindset and ignores their urgent need for immediate, stable production. It mislabels the move as an upgrade for A while sending away a Tier 2 WR (Thompson) and Tier 2 RB (White) for a Tier 4 WR and Tier 4 TE—an obvious downgrade for A. B likely accepts due to value and comfort with injuries, but White’s doubtful status conflicts with ‘wins now.’ Rationale is generic and not evidence-based."
17,tom_explicit,gemini-2.5-pro,3,2,3,2,50,"It notices Team B’s TE weakness and suggests trading an injured QB, which aligns with B’s need for immediate help and injury aversion. However, it ignores B’s specific preferences (committee RBs) and both teams’ 0-8 urgency. It also overlooks that A avoids injured players and that Logan Clark is Out, making the move incoherent for A. Calling QB a B ‘position of strength’ is dubious. Explanation is brief and lacks scenario-grounded detail."
14,baseline,gemini-2.5-pro,1,0,3,2,30,"The offer focuses only on Team A’s need at TE and ignores Team B’s conservative mindset and incentives. Team B would be trading a reliable Tier 2 TE (a position of strength) for a volatile RB (Sean Holt) and a declining, high-variance veteran WR (Darian Moore), which conflicts with their floor-first, veteran-stability preferences. The trade is structurally feasible and addresses A’s weakness, but the rationale is one-sided and thin, with little evidence of modeling B’s beliefs or motivations."
33,simulate_opponent,gpt-5,2,3,3,2,50,"Acknowledges Team B’s preference for stable floors, offering a low-variance RB. However, it ignores B’s depth at RB, preference for proven veterans/possession WRs, and Adams’s declining role. Labeling Brandon Martinez as a steadier WR is dubious given his Tier 5, mid-variance profile. The reasoning is generic and omits context (tiers, roles, bye impacts, roster needs). Balanced perspective is present but shallow, and the trade’s logic is only moderately coherent."
9,tom_implicit,gpt-5,2,3,3,2,50,"It vaguely targets B’s desire for stability and a possession WR but mislabels Nick Torres (more deep-threat) and ignores B’s zero-RB mindset and urgent win-now needs. It minimally distinguishes A’s consolidation goal from B’s floor/depth aims. The 3-for-1 is feasible and could add depth for B, but QB need is questionable given B’s roster. Rationale is generic and not grounded in roster/SSO details."
32,baseline,claude-4.5-sonnet,1,1,1,1,20,"Ignores Team B’s needs/preferences (urgent wins, dual-threat QBs, consensus lean). Mislabels Austin Reed as a surplus QB3 despite Tier 1 status and offers him plus a Tier 1 TE for an Out Tier 3 TE—contradicts ‘upgrade TE’ rationale. No acknowledgment of B’s TE context (would love immediate TE) or that B might prefer keeping injured upside but still value immediate production. Acceptance probability is unjustified. Overall, A-centric, logically inconsistent, and weakly reasoned."
33,simulate_opponent,gemini-2.5-pro,2,3,3,2,50,"Shows some awareness that B might like a low-volatility RB, but overlooks B’s conservative preference against uncertain injured assets (Ben Miller is Out, declining). Mislabels Darian Anderson as a ‘needed starter’ for A despite Tier 5 status. Reasoning mentions both sides but is generic and not tied to B’s stated tastes (possession WRs, proven vets) or roster depth. Trade is feasible and value roughly coherent, yet the ToM rationale is shallow."
30,simulate_opponent,claude-4.5-sonnet,2,2,3,2,45,"Assumes B “needs RB help” but only swaps Tier 3 RBs (no depth gain) and asks B to add a WR despite already-strong WR room and a fade of low-volume pass offenses. Ignores B’s 0-8 urgency for clear, immediate upgrades. A’s TE upgrade is marginal (both Tier 4). Trade is plausible but rationale is shallow and misses B’s incentives and roster context."
26,tom_implicit,claude-4.5-sonnet,2,2,2,1,35,"The offer hints that B might swap an injured QB for immediate RB help, but it misses B’s stated love of dual-threat QBs and buying low on injured players—making parting with Logan Clark unlikely. The rationale is A-centric and sparse. The move also contradicts A’s conservative, floor-first style by trading a workhorse RB and steady WR for two injured assets and a QB with tough playoff matchups. Overall coherence is middling and the explanation lacks detail."
